81025, SENSOR_ID
bolt_loose, FAULT_TYPE
10000, SAMPLE_RATE_HZ
X, Y, Z
-0.027869680709432156,0.062444339917860116,0.027601274791293148
0.03927512463515493,-0.0017998999347952171,-0.021573669125506255
-0.10838224602764267,0.06300074880167743,-0.01862809591684258
-0.03370063375467607,0.05077332110741097,-0.07327958983992956
-0.0029454441921945044,0.05070293660522611,-0.03947122492993463
-0.025510827441537695,-0.01307760562987552,0.04039361119822207
-0.02934237006639561,-0.08138762074219345,0.008261608337797868
0.00981280268474657,-0.10231804597050287,0.036163233557288864
-0.024339191636973175,0.003353056419118988,0.0787774849357751
-0.0326655369924116,-0.024544528200962836,-0.0067592594421085755
0.08519506462594846,0.06800902997873154,0.0037891202394693914
0.04845414613000343,-0.013340060924348647,-0.03068336545202991
-0.03185533843199954,0.06836865207725996,-0.021741081586674836
0.029110515106382136,-0.04557451680504788,0.005431731821821023
-0.1091084256070284,0.008083419918504975,-0.06960002356946884
-0.051651068945919504,0.024941476074897623,0.0031904420953275834
-0.012494379056876587,-0.046544361395275305,-0.01043268670639865
0.04068514254256694,-0.014202670663706628,-0.09255188345212977
-0.0021839079789687157,-0.012739955264344408,0.0037017491594039087
0.026373260506924585,-0.040915686611300864,-0.009154529948467806
-0.015291888528105393,-0.04057535759717442,-0.04961181437333161
-0.03729075059531751,0.0260500350644767,-0.1405673356977877
0.04273475449568569,-0.09218862888883828,0.019612732640275146
0.04801253035687517,0.12373458458848191,0.026561828657514486
-0.00031011572059598536,-0.036124082937007335,0.055337937297246786
-0.04978553695790358,0.07122119503592662,0.009495526220063492
0.024784959924161434,0.058849597753164264,-0.02643195631766189
0.0013157606566126228,0.02161999686433965,0.013183477892015634
-0.00319017306856427,-0.04332795754807142,0.04441082196623501
-0.0917651767126486,-0.014425904449296346,-0.057928525434922565
0.015593240132490744,0.016857494871505695,0.008633672559724068
0.006110344487601118,-0.03504545410712599,0.03193418441685634
0.03841612891120486,-0.000542095016322337,0.018246337289294198
-0.08444345002465857,0.04235026770154064,0.021608463817952853
0.013756019204260351,-0.01525487452925955,-0.0013553356132940102
0.051927823901299165,-0.0172897014636455,-0.02938390725028491
0.011936563185601825,0.0021330572517130244,0.0736883916347416
0.0007478835987293989,0.04685058304938598,0.00026681104798818855
0.05821779086932729,-0.009374673396602936,-0.027143885969858207
0.04679903357286311,-0.030210552320345842,0.0059416217632077585
-0.010939069575030215,0.06512908592258343,0.08929623293015977
0.06236229889126934,0.0006705070197280255,0.07552565680478815
-0.027113300726351465,-0.002207556042175063,-0.0005333432748222955
-0.019744493425148103,0.020639389337334394,0.03690819723339034
0.045484897895367755,0.04455720720836541,0.0660617040978596
0.033830144141342874,-0.007537835515169067,0.024458993149413827
0.024157076666061365,0.005132875768923982,-0.0002817496596903002
0.03344572149126336,-0.0006317656303394883,-0.013784867918849548
0.042830873932399316,0.030962550925461088,-0.004905230653148594
-0.07687667378187618,0.018943790013052787,0.002748233405756197
0.1003057130671165,0.024825289305303366,0.08090889667051651
0.053736214728564415,0.004600243323253541,0.059159683949708886
0.0634057085502014,0.09099225402415484,0.017998191018733307
0.10684809302397505,-0.03127014371339986,-0.01830266148406269
0.07250158975465544,0.0389310550872448,0.01761455310025886
0.0008501074053753142,0.002997713460635154,0.06583624720223058
0.011867471795709158,-0.00777794387129725,0.1320729750009855
-0.027772228902712887,-0.13320836522056673,-0.034944373459669296
0.08407581217007898,0.00177974628825385,0.016092415840915347
-0.038920289131555125,0.01534280943194552,0.03416537436381454
-0.08766200254190593,0.008608885655708722,0.08981618403228185
-0.013394124207758953,-0.08964833238195322,0.008424775991871856
0.061354348466489156,-0.09921242191804078,0.05549069401624658
-0.010651375417332576,0.09649392816991396,0.03994354111030393
-0.020158867264254702,-0.007119449023648829,-0.036226853857766556
0.07899533091370409,-0.0428142009094997,0.061547464438325046
0.02094365902712974,0.06798153962408005,-0.041734279214665604
-0.02300955517861144,0.057373270615436935,0.061316965718084857
-0.0009211477113542747,0.042412126342596265,0.0057152074294595165
-0.02474016978444946,-0.03712058810214719,0.030155308401855097
0.09412964259026849,0.03170076761013881,-0.011698230533108707
-0.04233624174589069,-0.061198243525179094,0.0408453069026517
0.07156938378911391,-0.008630189414388922,0.02871615172191571
0.05744708057875826,0.12072228773220613,0.0851883083245057
0.07191482226561446,0.020796834524108083,-0.007310771103392573
0.011281885637449637,0.06040519675362896,0.045182051023777633
0.0983572427984493,-0.031255967905118906,0.0703563977357435
0.15855881805741104,-0.02253087343702872,0.058901305193120077
0.1150439567289061,-0.017065116602080523,-0.02433634458017206
-0.04073588749125771,-0.08574773336707582,0.08072916881368555
-0.02478268906595111,0.03814777189701629,0.07401834883809405
-0.09269846136172658,-0.03325223362192423,0.0018083366886611461
0.0183640091511549,0.03476766509298877,0.030867849773524747
0.026708503307350362,0.06141344191986839,0.032028599907437644
0.016711010955263166,-0.05302546703740227,-0.011368377109059764
0.04585778799458725,0.04330140957473249,0.06848199744938593
-0.03860000107826391,0.051186287525755554,-0.006497045343034285
0.07795413664184477,0.024274560273725234,-0.020077273340512628
0.03054149473720667,0.042457471238310264,0.03295481215038287
0.06214714128795574,-0.03128023208829837,-0.08079614749548174
0.011876648994925916,-0.08717380110251828,0.020062544611260422
-0.007150391561739099,-0.04871246657199386,-0.013217763572786548
0.007172878464783506,0.128588813495479,0.0007329477356059523
-0.002082767323326403,-0.009475169002210748,0.04370115312634886
0.011756047306057307,0.028973313783138326,0.038655721236062854
-0.011475257499924788,0.05706501419033584,-0.14240970103152154
0.1220109594111836,0.049274087405234056,0.024006293152946362
0.045593435338726035,-0.00034777038152688025,-0.01095858501295362
-0.008056375767363677,0.004439850106275444,-0.03895910021889502
-0.029375188958204998,-0.04523641641877931,-0.034428057282994085
-0.0836673363933766,-0.008733811516939641,-0.021711806121125585
-0.010436032692535954,0.02356507546466614,0.0025486444711952383
0.07129859103368137,0.09034942437251663,-0.00016356480983311522
-0.05901846876426005,0.055778250301210475,0.005999231862220074
0.008455996725938272,0.06789380393661534,-0.02462900465788373
0.030069128303021896,0.020583965902179677,0.04704258265111279
0.08551069544512199,0.0004204081554000441,0.023297091168314632
0.07922771776806108,0.058290228990854814,-0.03357799283676022
-0.032361423060852025,0.0025031694920336633,-0.006168776868892292
-0.0009674747337114521,0.0056751046239499284,0.08769598524215602
0.03966684647692355,0.030779665534030897,-0.032624252186533004
0.042374631666127774,0.06882917433212422,-0.0044406707770105365
-0.026369045668057107,0.08228821418501123,0.07335700546319641
0.07985128252403684,-0.014315469375850393,0.00018061019579176246
0.09938577887518094,-0.05632391713668367,0.1208272147889084
0.008281813981976176,0.011314032838998745,0.062291719535584766
0.04273559408517717,-0.027512913757219933,0.0009313514742821521
0.028862512435484437,0.10121716441373652,0.11620945249045916
0.063573419002035,0.03763917485075302,0.019444933425022678
0.014198676859259785,0.024726496533681724,0.055885898035726356
-0.01490259140639557,0.04211985823312933,-0.04181013274667681
0.09280495165032068,-0.010760681523577183,-0.01122751941640441
0.05880556535612497,-0.01781195736973709,-0.01786998763038008
-0.040893988156781184,0.04600923358526279,-0.08844079767437094
0.10404982166514228,0.011565479707349939,6.523561237522374e-05
0.01908154216278154,0.0077411944311950275,0.008755463459525638
0.09130084525834914,0.041188343585696466,0.08092812557585821
0.06753067195126772,0.006357166273526865,0.042868322708295645
-0.005495510117623923,0.03968642092251688,0.08841059392500686
0.08984735821138401,0.007805329426983511,0.07347425301367198
0.024893317020839086,0.08271301847075448,0.09547967333267444
0.04595574065294174,0.09273175851149498,0.06476435417310689
0.018711994845325267,0.04325802343787376,0.041740982047530406
-0.021865630815975555,0.007087007213462046,-0.058739521573589255
0.09597321377244628,0.02771793712900693,0.0512865632578476
0.05536235942311585,0.02531198480807259,0.02525165404649806
0.13192051024677243,-0.07566068082874933,-0.0026093666003144944
-0.024559772119937637,0.10071552647023409,-0.01815712337190236
0.013538246600808043,0.010115957052718335,-0.050135136734174794
0.07624633395613979,-0.017811908419591734,0.036833412818742445
0.02817400251334111,-0.028268370081563913,-0.0324747174089145
-0.05083603611230779,0.004121711974788913,0.016644675649441443
0.004902455777557381,0.04167200583397128,0.05714821808816442
-0.056708304485364736,0.06185386477195189,-0.03950405767161762
0.10479593425792401,0.055365858224748724,-0.002919611164454451
-0.03462890466638649,-0.014488340293717976,0.024039540406090878
-0.05060699951467888,-0.013869377768555484,0.027252280763854768
0.053166484473820136,0.07858340264514511,0.022154127989815836
-0.061809171644248956,-0.043799587914666406,-0.009374181764577343
-0.023462182324853052,-0.02554781213480222,0.016896569122276123
-0.005703504063305394,0.03958106367438202,-0.03348993805384784
0.0841662358653253,0.019140359420797552,-0.010714232269857297
-0.08781965571105367,-0.0722936528657787,0.017091369876530295
0.09741257551571336,-0.021157930875149753,0.004709211401543494
-0.05712923798276869,0.035880615606548136,0.038580033331787715
0.05216709193290747,0.012293918857826847,0.03209632850612809
-0.0027275470292414845,-0.03224451688650686,0.05015538254416918
-0.028748191097244066,-0.08039896644593163,0.024739641751730955
-0.0313776057046935,0.003144937009658344,0.0032818631463212636
-0.023444298589083118,-0.037806825005199614,0.047271674400938726
0.0056311720303318345,-0.04951211279516174,0.00161238347734401
-0.01199243045134901,0.13138110580062845,-0.028897234501596897
0.026835335896789006,0.05044989630060315,0.007269152166464799
0.020395134805276056,-0.06420167391573489,-0.012501118016391479
0.038543264462735205,-0.06680614698689467,0.03800730134583234
-0.01730241455809392,0.058155796081182654,0.08534413534491204
-0.018329229534692428,0.0545493317597021,0.02901017332162636
-0.006689181245653639,-0.043750020297391175,-0.019729127509351196
0.0036393082579105384,0.017748174666395874,-0.019691325767228464
0.013938609119035026,-0.1564822656602785,-0.033883465316280816
0.06554003943753291,-0.039950974499456414,-0.004381375646596776
-0.0029237979513236315,0.02017822601690796,0.13042702726353692
0.004425056107353896,0.0435088521040544,-0.02850789054955046
-0.05700391294492322,-0.01937814693165648,0.09152079508880612
-0.04200423423907058,0.05891099846046275,0.003829235190969683
0.04155070958786654,-0.034960337098737415,-0.05170161547704053
0.04980654592210436,-0.0267740844189416,-0.02360856547323756
0.13004341625056767,-0.09137932035467032,-0.005304890120410002
-0.017431007142394175,-0.04484491005335653,-0.1049830728921109
0.04023052744861089,-0.032035441192342605,0.021235585574783198
-0.0257193056574727,0.04490989403704144,0.09349556398413059
-0.027756421361053798,-0.07258434661024353,-0.0015561147824503978
0.020584614126200367,0.058452988763664,0.007494273100733205
0.01603105895914538,0.01556963599669595,0.009773991207331276
-0.011652130147383918,-0.055223388243573666,-0.0825676484391411
0.04971703493673632,0.026279245224486155,0.07303540391279977
0.06243948610903184,0.03487544635101728,0.02779237146832983
-0.04290594522662726,0.0032061854903352362,0.057790202410047564
0.1008523436634291,-0.023516280309407583,0.013753543648658644
-0.044554229390802357,0.045781822500928764,0.1151729425673869
0.016775726058633682,-0.08926468455483694,0.0989803699001913
0.012790003061495598,0.03598384351036302,0.03991404009836544
0.051494257671545245,-0.058907285966060006,0.020070752903430994
0.055314499555607785,0.05477603248061963,-0.020397880557155808
0.03828645757115509,-0.05653392451662502,0.02848235529236574
0.012406280813786686,0.027437416041554415,-0.01922458779662073
0.023899938061219195,0.0707435016594644,0.06680569169757211
0.04431319349672035,0.028994547763809435,-0.01751406445181337
0.020878980442534487,0.039656193412887605,-0.03383069528072377
0.005044215077509359,-0.04055529978122003,-0.047555453260814014
0.07893078753080546,0.07016458333950491,-0.0038218139050933356
